Agency,Average Number of Days to Adjudicate,Component,Median Number of Days to Adjudicate,Number Denied,Number Granted,Year
VA,0.0,BVA,0.0,0.0,0.0,2010
VA,0.0,C&LA,0.0,0.0,0.0,2010
VA,0.0,CFM,0.0,0.0,0.0,2010
VA,1.0,GC,1.0,1.0,0.0,2010
VA,0.0,HRM,0.0,0.0,0.0,2010
VA,0.0,IG,0.0,0.0,0.0,2010
VA,0.0,Mgmt,0.0,0.0,0.0,2010
VA,0.0,NCA,0.0,0.0,0.0,2010
VA,4.0,OAL,1.5,3.0,1.0,2010
VA,1.0,OASHRA,1.0,0.0,1.0,2010
VA,0.0,OASP&IA,0.0,0.0,0.0,2010
VA,0.0,ODASB,0.0,0.0,0.0,2010
VA,0.0,ODASIA,0.0,0.0,0.0,2010
VA,0.0,ODI,0.0,0.0,0.0,2010
VA,105.0,OF,105.0,0.0,1.0,2010
VA,1.0,OI&T,1.0,1.0,0.0,2010
VA,0.0,ORM,0.0,0.0,0.0,2010
VA,0.0,OSDBU,0.0,0.0,0.0,2010
VA,0.0,OSP,0.0,0.0,0.0,2010
VA,0.0,P&P,0.0,0.0,0.0,2010
VA,0.0,PA,0.0,0.0,0.0,2010
VA,1.0,SEC,1.0,0.0,1.0,2010
VA,2.55,VBA,1.0,3.0,200.0,2010
VA,49.9,VHA,46.0,18.0,278.0,2010
ABMC,11.9,ABMC,14.5,1.0,9.0,2011
ACUS,0.0,ACUS,0.0,0.0,1.0,2011
AFRH,,AFRH,,0.0,0.0,2011
BBG,7.0,BBG,4.0,1.0,6.0,2011
CEQ,0.0,CEQ,0.0,0.0,5.0,2011
CFTC,1.25,CFTC,1.0,1.0,3.0,2011
CIA,,CIA,,5.0,0.0,2011
CIGIE,0.0,CIGIE,0.0,0.0,0.0,2011
CNCS,11.0,CNCS,11.0,0.0,1.0,2011
CO,13.7,CO,13.5,0.0,10.0,2011
CPPBSD,4.0,CPPBSD,6.0,0.0,12.0,2011
CSB,24.0,CSB,17.0,0.0,3.0,2011
CSOSA,0.0,CSOSA,0.0,0.0,0.0,2011
DHS,1.93,CBP,1.5,12.0,1.0,2011
DHS,,CRCL,,0.0,0.0,2011
DHS,28.0,FEMA,28.0,1.0,0.0,2011
DHS,11.83,FLETC,9.0,5.0,1.0,2011
DHS,7.25,I&A,1.0,8.0,0.0,2011
DHS,14.0,ICE,5.0,8.0,56.0,2011
DHS,1.0,MGMT,1.0,1.0,1.0,2011
DHS,,NPPD,,0.0,0.0,2011
DHS,,OGC,,0.0,0.0,2011
DHS,17.42,OIG,3.0,12.0,0.0,2011
DHS,,OPS,,0.0,0.0,2011
DHS,,PLCY,,0.0,0.0,2011
DHS,16.83,PRIV,12.5,5.0,1.0,2011
DHS,,S&T,,0.0,0.0,2011
DHS,2.0,TSA,1.0,15.0,4.0,2011
DHS,,US-VISIT,,0.0,0.0,2011
DHS,,USCG,,0.0,0.0,2011
DHS,1.0,USCIS,1.0,93.0,29.0,2011
DHS,,USSS,,0.0,0.0,2011
DNFSB,24.0,OGC,13.0,0.0,4.0,2011
DNFSB,12.0,OGM,13.0,0.0,4.0,2011
DOC,0.0,BIS,0.0,0.0,0.0,2011
DOC,2.0,Census,1.0,7.0,1.0,2011
DOC,10.0,EDA,10.0,1.0,0.0,2011
DOC,0.0,ESA,0.0,0.0,0.0,2011
DOC,0.0,ITA,0.0,0.0,0.0,2011
DOC,0.0,MBDA,0.0,0.0,0.0,2011
DOC,5.0,NIST,1.0,5.0,4.0,2011
DOC,0.0,NOAA,0.0,0.0,0.0,2011
DOC,1.0,NTIA,1.0,7.0,5.0,2011
DOC,0.0,NTIS,0.0,0.0,0.0,2011
DOC,0.0,OIG,0.0,0.0,0.0,2011
DOC,7.0,OS,8.0,0.0,2.0,2011
DOC,4.0,PTO,4.0,1.0,0.0,2011
DoD,3.0,AF,0.0,264.0,115.0,2011
DoD,,AFRICOM,,0.0,0.0,2011
DoD,8.0,ARMY,,134.0,516.0,2011
DoD,,ASBCA,,0.0,0.0,2011
DoD,5.0,CENTCOM,6.0,16.0,0.0,2011
DoD,,DCAA,,0.0,0.0,2011
DoD,8.0,DCMA,7.0,6.0,5.0,2011
DoD,20.0,DeCA,20.0,0.0,1.0,2011
DoD,,DFAS,,0.0,0.0,2011
DoD,,DIA,,0.0,0.0,2011
DoD,,DISA,,0.0,0.0,2011
DoD,18.0,DLA,13.0,11.0,8.0,2011
DoD,1.0,DoD IG,1.0,3.0,0.0,2011
DoD,2.0,DoDEA,2.0,1.0,0.0,2011
DoD,,DSS,,0.0,0.0,2011
DoD,,DTIC,,0.0,0.0,2011
DoD,,DTRA,,0.0,0.0,2011
DoD,4.0,EUCOM,3.0,0.0,40.0,2011
DoD,,JFCOM,,0.0,0.0,2011
DoD,9.0,NAVY,5.0,105.0,1463.0,2011
DoD,,NGA,,0.0,0.0,2011
DoD,3.0,NGB,3.0,3.0,0.0,2011
DoD,,NORTHCOM,,0.0,0.0,2011
DoD,,NRO,,0.0,0.0,2011
DoD,351.0,NSA,23.0,7.0,2.0,2011
DoD,52.0,OSD/JS,2.0,8.0,2.0,2011
DoD,128.0,PACOM,21.0,0.0,60.0,2011
DoD,1.0,SOCOM,1.0,2.0,0.0,2011
DoD,,SOUTHCOM,,0.0,0.0,2011
DoD,,STRATCOM,,0.0,0.0,2011
DoD,13.0,TRANSCOM,26.0,2.0,0.0,2011
DoD,1.0,TRICARE,1.0,2.0,2.0,2011
DOE,0.57,BPA,0.0,5.0,39.0,2011
DOE,0.0,CBFO,0.0,0.0,0.0,2011
DOE,0.44,CH,0.0,4.0,5.0,2011
DOE,7.33,EMCBC,9.0,0.0,3.0,2011
DOE,20.21,GFO,7.0,7.0,21.0,2011
DOE,7.39,HQ,2.0,6.0,48.0,2011
DOE,0.0,ID,0.0,0.0,0.0,2011
DOE,0.0,NETL,0.0,0.0,0.0,2011
DOE,0.0,NNSA,0.0,0.0,2.0,2011
DOE,0.0,NR,0.0,0.0,0.0,2011
DOE,0.0,NRLFO,0.0,1.0,1.0,2011
DOE,0.0,ORO,0.0,0.0,64.0,2011
DOE,0.0,OSTI,0.0,0.0,0.0,2011
DOE,3.4,ROO,0.0,1.0,4.0,2011
DOE,0.0,SEPA,0.0,0.0,0.0,2011
DOE,0.0,SPR,0.0,0.0,0.0,2011
DOE,0.0,SRO,0.0,0.0,8.0,2011
DOE,0.0,SWPA,0.0,0.0,0.0,2011
DOE,6.0,WAPA,7.0,2.0,1.0,2011
DOI,14.0,BIA,4.0,2.0,1.0,2011
DOI,5.0,BLM,1.0,10.0,153.0,2011
DOI,9.0,BOEMRE,5.0,0.0,55.0,2011
DOI,25.0,BOR,17.0,1.0,9.0,2011
DOI,12.0,FWS,0.5,5.0,180.0,2011
DOI,20.0,NPS,1.0,5.0,23.0,2011
DOI,3.7,OIG,1.0,10.0,11.0,2011
DOI,24.0,OS,7.0,3.0,5.0,2011
DOI,6.0,OSM,6.0,1.0,4.0,2011
DOI,,SOL,,0.0,0.0,2011
DOI,2.0,USGS,2.0,7.0,1.0,2011
DOJ,,Office of the AG,,0.0,0.0,2011
DOJ,,Office of the DAG,,0.0,0.0,2011
DOJ,,Office of the Assoc. AG,,0.0,0.0,2011
DOJ,0.0,Antitrust,0.0,6.0,0.0,2011
DOJ,1.91,ATF,1.0,3.0,8.0,2011
DOJ,1.04,BOP,1.0,646.0,5.0,2011
DOJ,8.85,Civil,4.0,5.0,8.0,2011
DOJ,,Civil Rights,,0.0,0.0,2011
DOJ,,COPS,,0.0,0.0,2011
DOJ,1.0,Criminal,0.0,2.0,1.0,2011
DOJ,,CRS,,0.0,0.0,2011
DOJ,1.01,DEA,0.0,58.0,16.0,2011
DOJ,1.0,ENRD,1.0,0.0,1.0,2011
DOJ,10.0,EOIR,10.0,16.0,9.0,2011
DOJ,3.08,EOUSA,0.0,36.0,0.0,2011
DOJ,1.0,EOUST,1.0,1.0,0.0,2011
DOJ,67.92,FBI,4.0,318.0,95.0,2011
DOJ,,FCSC,,0.0,0.0,2011
DOJ,,JMD,,0.0,0.0,2011
DOJ,,NDIC,,0.0,0.0,2011
DOJ,6.0,NSD,7.0,0.0,3.0,2011
DOJ,,OCDETF,,0.0,0.0,2011
DOJ,,ODR,,0.0,0.0,2011
DOJ,,OFDT,,0.0,0.0,2011
DOJ,,OIG,,0.0,0.0,2011
DOJ,4.69,OIP,5.0,13.0,0.0,2011
DOJ,,OIPL,,0.0,0.0,2011
DOJ,,OJP,,0.0,0.0,2011
DOJ,,OLA,,0.0,0.0,2011
DOJ,,OLC,,0.0,0.0,2011
DOJ,,OLP,,0.0,0.0,2011
DOJ,,OPR,,0.0,0.0,2011
DOJ,16.0,OSG,16.0,2.0,0.0,2011
DOJ,,OVW,,0.0,0.0,2011
DOJ,7.0,Pardon Attorney,7.0,1.0,0.0,2011
DOJ,,Public Affairs,,0.0,0.0,2011
DOJ,,PRAO,,0.0,0.0,2011
DOJ,4.0,TAX,4.0,1.0,0.0,2011
DOJ,1.0,USMS,1.0,4.0,1.0,2011
DOJ,1.0,USNCB,1.0,1.0,0.0,2011
DOJ,,USPC,,0.0,0.0,2011
DOT,6.0,FAA,1.0,84.0,49.0,2011
DOT,18.0,FHWA,3.0,11.0,17.0,2011
DOT,1.0,FMCSA,1.0,0.0,3.0,2011
DOT,,FRA,,0.0,0.0,2011
DOT,,FTA,,0.0,0.0,2011
DOT,,MARAD,,0.0,0.0,2011
DOT,24.0,NHTSA,7.0,4.0,0.0,2011
DOT,1.0,OIG,1.0,2.0,4.0,2011
DOT,,OST,,0.0,0.0,2011
DOT,1.0,PHMSA,1.0,1.0,27.0,2011
DOT,1.0,RITA,1.0,0.0,6.0,2011
DOT,,SLSDC,,0.0,0.0,2011
ED,0.0,FSA,0.0,3.0,8.0,2011
ED,6.0,IES,6.0,1.0,0.0,2011
ED,0.0,IES-NAGB,0.0,0.0,0.0,2011
ED,8.0,OCFO,8.5,1.0,1.0,2011
ED,8.0,OCFO-CAM,8.0,0.0,1.0,2011
ED,4.0,OCIO,4.0,1.0,0.0,2011
ED,0.0,OCO,0.0,0.0,0.0,2011
ED,0.0,OCR,0.0,1.0,0.0,2011
ED,0.0,OCR-1 Boston,0.0,1.0,0.0,2011
ED,0.0,OCR-2 New York,0.0,0.0,0.0,2011
ED,0.0,OCR-3 Philadelphia,0.0,0.0,0.0,2011
ED,0.0,OCR-4 Atlanta,0.0,0.0,0.0,2011
ED,0.0,OCR-5 Chicago,0.0,1.0,0.0,2011
ED,0.0,OCR-6 Dallas,0.0,0.0,0.0,2011
ED,0.0,OCR-7 Kansas City,0.0,0.0,1.0,2011
ED,0.0,OCR-8 Denver,0.0,0.0,0.0,2011
ED,0.0,OCR-9 San Francisco,0.0,0.0,0.0,2011
ED,0.0,OCR-10 Seattle,0.0,0.0,0.0,2011
ED,0.0,OCR-12 Cleveland,0.0,1.0,0.0,2011
ED,0.0,OCR-Metro D.C.,0.0,0.0,0.0,2011
ED,0.0,OELA,0.0,0.0,0.0,2011
ED,1.0,OESE,0.0,1.0,2.0,2011
ED,0.0,OGC,0.0,0.0,0.0,2011
ED,0.0,OIG,0.0,0.0,0.0,2011
ED,2.0,OII,4.0,1.0,2.0,2011
ED,0.0,OLCA,0.0,0.0,0.0,2011
ED,6.0,OM,6.0,1.0,2.0,2011
ED,5.0,OM-PIRMS,1.5,5.0,11.0,2011
ED,5.0,OPE,5.0,1.0,0.0,2011
ED,15.0,OPEPD,15.0,1.0,0.0,2011
ED,0.0,OS,0.0,0.0,0.0,2011
ED,5.0,OSDFS,5.0,11.0,2.0,2011
ED,4.0,OSERS,3.0,4.0,1.0,2011
ED,0.0,OUS,0.0,0.0,0.0,2011
ED,0.0,OVAE,0.0,0.0,0.0,2011
EEOC,0.0,ATLANTA,0.0,0.0,4.0,2011
EEOC,0.0,BIRMINGHAM,0.0,0.0,2.0,2011
EEOC,0.0,CHARLOTTE,0.0,0.0,1.0,2011
EEOC,0.0,CHICAGO,0.0,0.0,1.0,2011
EEOC,0.0,DALLAS,0.0,0.0,2.0,2011
EEOC,0.0,HOUSTON,0.0,0.0,1.0,2011
EEOC,0.0,INDIANAPOLIS,0.0,0.0,1.0,2011
EEOC,0.0,LOS ANGELES,0.0,0.0,1.0,2011
EEOC,0.0,MEMPHIS,0.0,0.0,6.0,2011
EEOC,0.0,MIAMI,0.0,0.0,3.0,2011
EEOC,0.0,NEW YORK,0.0,0.0,0.0,2011
EEOC,0.0,OLC/HDQ,0.0,0.0,0.0,2011
EEOC,0.0,PHILADELPHIA,0.0,0.0,3.0,2011
EEOC,0.0,PHOENIX,0.0,0.0,0.0,2011
EEOC,0.0,SAN FRANCISCO,0.0,0.0,0.0,2011
EEOC,0.0,ST. LOUIS,0.0,0.0,2.0,2011
EEOC,0.0,WFO,0.0,0.0,0.0,2011
EPA,4.12,HQ,2.0,94.0,136.0,2011
EPA,3.04,Region 1,0.0,8.0,16.0,2011
EPA,3.96,Region 2,2.0,10.0,16.0,2011
EPA,3.61,Region 3,2.0,18.0,44.0,2011
EPA,0.98,Region 4,0.0,15.0,31.0,2011
EPA,3.25,Region 5,2.0,28.0,35.0,2011
EPA,1.38,Region 6,0.0,19.0,18.0,2011
EPA,2.25,Region 7,2.0,3.0,21.0,2011
EPA,2.03,Region 8,0.0,8.0,23.0,2011
EPA,1.85,Region 9,0.5,20.0,14.0,2011
EPA,1.78,Region 10,0.0,15.0,17.0,2011
Ex-Im Bank,0.0,HQ,0.0,0.0,5.0,2011
FCA,11.023,FCA,11.0,0.0,35.0,2011
FCC,10.0,FCC,10.0,4.0,2.0,2011
FCSIC,,FCSIC,,0.0,0.0,2011
FDIC,1.64,FDIC,1.0,63.0,6.0,2011
FEC,,FEC,,0.0,0.0,2011
FERC,12.0,FERC,11.0,5.0,2.0,2011
FFIEC,0.0,FFIEC,0.0,0.0,0.0,2011
FHFA,5.7,FHFA FOIA,5.0,6.0,4.0,2011
FHFA,0.0,FHFA-OIG,0.0,0.0,0.0,2011
FLRA,0.0,FSIP,0.0,0.0,0.0,2011
FLRA,0.0,Authority,0.0,0.0,0.0,2011
FLRA,0.0,IG,0.0,0.0,0.0,2011
FLRA,0.0,OGC,0.0,0.0,0.0,2011
FLRA,0.0,ATRO,0.0,0.0,0.0,2011
FLRA,0.0,BORO,0.0,0.0,0.0,2011
FLRA,0.0,CHRO,0.0,0.0,0.0,2011
FLRA,0.0,DARO,0.0,0.0,0.0,2011
FLRA,0.0,DERO,0.0,0.0,0.0,2011
FLRA,0.0,SFRO,0.0,0.0,0.0,2011
FLRA,0.0,WARO,0.0,0.0,0.0,2011
FMC,34.28,FMC,36.0,0.0,7.0,2011
FMCS,,FMCS,,0.0,0.0,2011
FMSHRC,0.0,FMSHRC,0.0,0.0,0.0,2011
FOMC,0.0,FOMC,0.0,0.0,12.0,2011
FRB,24.0,FRB,26.0,2.0,0.0,2011
FRTIB,0.0,FRTIB,0.0,0.0,0.0,2011
FTC,22.64,FTC,15.0,23.0,13.0,2011
GSA,0.0,GSA,0.0,15.0,32.0,2011
HHS,45.0,ACF,45.0,1.0,0.0,2011
HHS,0.0,AOA,0.0,0.0,0.0,2011
HHS,1.0,CMS,1.0,0.0,7.0,2011
HHS,1.0,OIG,1.0,1.0,0.0,2011
HHS,58.0,AHRQ,11.0,0.0,6.0,2011
HHS,45.0,CDC,41.0,15.0,3.0,2011
HHS,19.9,FDA,11.0,11.0,254.0,2011
HHS,7.0,HRSA,7.0,4.0,1.0,2011
HHS,0.0,IHS,0.0,0.0,0.0,2011
HHS,25.0,NIH,26.0,3.0,1.0,2011
HHS,0.0,SAMHSA,0.0,0.0,0.0,2011
HHS,0.0,OS,0.0,0.0,0.0,2011
HHS,0.0,OASH,0.0,0.0,0.0,2011
HUD,60.0,HQ,125.0,113.0,16.0,2011
HUD,0.0,OIG,0.0,2.0,0.0,2011
HUD,15.0,R01,16.0,3.0,2.0,2011
HUD,0.0,R02,0.0,0.0,0.0,2011
HUD,16.0,R03,20.0,8.0,4.0,2011
HUD,63.0,R04,125.0,6.0,5.0,2011
HUD,5.0,R05,7.0,4.0,2.0,2011
HUD,19.0,R06,16.0,5.0,3.0,2011
HUD,0.0,R07,0.0,0.0,0.0,2011
HUD,75.0,R08,75.0,1.0,1.0,2011
HUD,24.0,R09,24.0,8.0,1.0,2011
HUD,0.0,R0X,0.0,0.0,0.0,2011
IAF,0.0,IAF,0.0,0.0,0.0,2011
IMLS,0.0,IMLS,0.0,0.0,0.0,2011
LSC,10.0,LSC,10.0,4.0,9.0,2011
MCC,0.0,MCC,0.0,0.0,0.0,2011
MSPB,0.0,MSPB,0.0,0.0,0.0,2011
NARA,5.0,NARA,5.0,92.0,7.0,2011
NASA,4.5,ARC,0.0,0.0,4.0,2011
NASA,0.0,DFRC,0.0,0.0,0.0,2011
NASA,0.0,GRC,0.0,0.0,0.0,2011
NASA,0.0,GSFC,0.0,0.0,0.0,2011
NASA,4.33,HQ,0.0,5.0,1.0,2011
NASA,0.0,JPL,0.0,0.0,0.0,2011
NASA,0.0,JSC,0.0,0.0,0.0,2011
NASA,46.5,KSC,46.5,0.0,2.0,2011
NASA,0.0,LaRC,0.0,0.0,0.0,2011
NASA,12.0,MSFC,12.0,0.0,1.0,2011
NASA,0.0,NSSC,0.0,0.0,0.0,2011
NASA,0.0,OGC,0.0,0.0,0.0,2011
NASA,0.0,OIG,0.0,0.0,0.0,2011
NASA,0.0,SSC,0.0,0.0,1.0,2011
NCPC,,NCPC,,0.0,0.0,2011
NCUA,3.5,NCUA,1.5,4.0,4.0,2011
NEA,1.0,NEA,0.0,2.0,1.0,2011
NEH,1.0,NEH,1.0,1.0,1.0,2011
NIGC,21.0,NIGC,21.0,0.0,2.0,2011
NLRB,17.0,NLRB,22.0,5.0,3.0,2011
NMB,0.0,NMB,0.0,0.0,0.0,2011
NRPC,4.0,NRPC,1.0,0.0,7.0,2011
NSF,10.0,OGC,1.0,2.0,1.0,2011
NSF,0.0,OIG,0.0,0.0,0.0,2011
NTSB,0.0,NTSB,0.0,0.0,0.0,2011
ODNI,0.0,ODNI,0.0,0.0,0.0,2011
OGE,0.0,OGE,0.0,0.0,0.0,2011
OMB,20.0,OMB,20.0,8.0,5.0,2011
ONDCP,0.0,ONDCP,0.0,0.0,0.0,2011
ONHIR,,ONHIR,,0.0,0.0,2011
OPIC,6.0,OPIC,6.67,1.0,5.0,2011
OPM,7.0,OPM,7.0,5.0,3.0,2011
OSC,,OSC,,0.0,0.0,2011
OSHRC,1.0,OSHRC,1.0,0.0,1.0,2011
OSTP,0.0,OSTP,0.0,0.0,0.0,2011
PBGC,4.0,PBGC,4.0,1.0,0.0,2011
PC,0.0,FOIA Office,0.0,0.0,0.0,2011
PC,0.0,OIG,0.0,0.0,0.0,2011
PRC,14.0,PRC,14.0,0.0,6.0,2011
RATB,1.0,RATB,1.0,0.0,1.0,2011
SBA,,SBA,,0.0,0.0,2011
SEC,3.0,SEC,0.0,8.0,13.0,2011
SIGAR,,SIGAR,,1.0,10.0,2011
SIGIR,,SIGIR,,0.0,0.0,2011
SSA,8.0,SSA,8.0,18.0,2.0,2011
SSS,0.0,SSS,0.0,0.0,0.0,2011
State,3.0,DoS,0.0,5.0,0.0,2011
State,0.0,OIG,0.0,0.0,0.0,2011
STB,1.0,STB,1.0,2.0,0.0,2011
Treasury,,BEP,,2.0,0.0,2011
Treasury,,BPD,,0.0,0.0,2011
Treasury,,CFPB,,0.0,0.0,2011
Treasury,10.3,DO,6.0,40.0,160.0,2011
Treasury,,FinCEN,,0.0,1.0,2011
Treasury,5.0,FMS,1.0,9.0,2.0,2011
Treasury,1.0,IRS,0.0,3.0,27.0,2011
Treasury,3.0,MINT,10.0,5.0,1.0,2011
Treasury,0.1,OCC,1.0,0.0,22.0,2011
Treasury,,OTS,,0.0,0.0,2011
Treasury,2.0,TIGTA,1.0,9.0,1.0,2011
TVA,,TVA,,0.0,4.0,2011
U.S. CPSC,2.0,U.S. CPSC,2.0,9.0,20.0,2011
U.S. DOL,15.1,ADJ BDS,5.0,7.0,0.0,2011
U.S. DOL,8.7,ALJ,5.5,6.0,8.0,2011
U.S. DOL,325.6,ASP,116.5,20.0,0.0,2011
U.S. DOL,15.5,BLS,15.5,4.0,0.0,2011
U.S. DOL,62.9,CFO,20.0,9.0,0.0,2011
U.S. DOL,26.8,EBSA,19.0,18.0,0.0,2011
U.S. DOL,13.5,ETA,10.0,112.0,22.0,2011
U.S. DOL,14.0,EXEC SEC,14.0,1.0,0.0,2011
U.S. DOL,18.5,ILAB,18.5,7.0,1.0,2011
U.S. DOL,17.9,MSHA,11.0,14.0,39.0,2011
U.S. DOL,56.0,OASAM,32.0,66.0,8.0,2011
U.S. DOL,23.3,OCIA,23.0,1.0,4.0,2011
U.S. DOL,0.0,ODEP,0.0,0.0,0.0,2011
U.S. DOL,42.3,OFCCP,43.0,31.0,5.0,2011
U.S. DOL,8.0,OIG,14.0,1.0,18.0,2011
U.S. DOL,10.8,OLMS,2.0,26.0,3.0,2011
U.S. DOL,0.0,OPA,0.0,0.0,0.0,2011
U.S. DOL,95.8,OSEC,109.0,7.0,20.0,2011
U.S. DOL,17.9,OSHA,7.0,106.0,180.0,2011
U.S. DOL,35.4,OWCP,27.0,34.0,16.0,2011
U.S. DOL,66.9,SOL,38.0,20.0,4.0,2011
U.S. DOL,18.7,VETS,2.0,5.0,7.0,2011
U.S. DOL,44.0,WB,44.0,11.0,0.0,2011
U.S. DOL,44.3,WHD,18.0,97.0,40.0,2011
US ADF,1.0,US ADF,1.0,0.0,1.0,2011
US RRB,0.0,OIG,0.0,0.0,0.0,2011
US RRB,7.0,RRB,7.0,0.0,4.0,2011
USAID,18.0,USAID,0.0,1.0,6.0,2011
USCCR,,USCCR,,0.0,0.0,2011
USDA,13.0,AMS,16.0,0.0,12.0,2011
USDA,255.85,APHIS,42.0,0.0,13.0,2011
USDA,0.0,ASCR,0.0,0.0,0.0,2011
USDA,0.0,DM,0.0,0.0,0.0,2011
USDA,0.0,FAS,0.0,0.0,0.0,2011
USDA,1.0,FNCS,1.0,0.0,23.0,2011
USDA,7.8,FS,1.0,15.0,242.0,2011
USDA,1.0,FSA,1.0,40.0,932.0,2011
USDA,1.2,FSIS,0.0,0.0,5.0,2011
USDA,0.0,GIPSA,1.0,0.0,2.0,2011
USDA,0.0,NAD,0.0,0.0,0.0,2011
USDA,0.0,NRCS,0.0,0.0,0.0,2011
USDA,0.0,OBPA,0.0,0.0,0.0,2011
USDA,0.0,OCFO,0.0,0.0,0.0,2011
USDA,0.0,OGC,0.0,0.0,0.0,2011
USDA,0.0,OIG,0.0,0.0,0.0,2011
USDA,1.0,OSEC/OCIO,1.0,1.0,7.0,2011
USDA,0.0,RD,0.0,0.0,0.0,2011
USDA,1.0,REE,1.0,0.0,5.0,2011
USDA,3.0,RMA,3.0,0.0,1.0,2011
USIBWC,1.0,USIBWC,1.0,0.0,10.0,2011
USITC,1.0,USITC,1.0,1.0,1.0,2011
USNRC,0.0,USNRC,0.0,15.0,48.0,2011
USPS,2.17,PS,0.0,13.0,5.0,2011
USPS,0.0,OIG,0.0,0.0,0.0,2011
USPS,0.0,PIS,0.0,0.0,0.0,2011
USTDA,0.0,USTDA,0.0,0.0,0.0,2011
USTR,7.0,USTR,6.0,9.0,22.0,2011
VA,0.0,Admin,0.0,0.0,0.0,2011
VA,0.0,BVA,0.0,1.0,0.0,2011
VA,0.0,C&LA,0.0,0.0,0.0,2011
VA,0.0,CFM,0.0,0.0,0.0,2011
VA,0.0,GC,0.0,0.0,0.0,2011
VA,0.0,HRM,0.0,0.0,0.0,2011
VA,0.0,IG,0.0,0.0,0.0,2011
VA,0.0,Mgmt,0.0,0.0,0.0,2011
VA,0.0,NCA,0.0,0.0,0.0,2011
VA,12.0,OAL,6.0,0.0,5.0,2011
VA,0.0,OASHRA,0.0,0.0,0.0,2011
VA,0.0,OASP&IA,0.0,0.0,0.0,2011
VA,0.0,ODASB,0.0,0.0,0.0,2011
VA,0.0,ODASIA,0.0,0.0,0.0,2011
VA,0.0,ODI,0.0,0.0,0.0,2011
VA,0.0,OF,0.0,0.0,0.0,2011
VA,0.0,OIT,0.0,1.0,1.0,2011
VA,0.0,ORM,0.0,0.0,0.0,2011
VA,0.0,OSDBU,0.0,0.0,0.0,2011
VA,0.0,OSP,0.0,0.0,0.0,2011
VA,0.0,P&P,0.0,0.0,0.0,2011
VA,0.0,PA,0.0,0.0,0.0,2011
VA,0.0,SEC,0.0,0.0,1.0,2011
VA,1.68,VBA,0.0,0.0,170.0,2011
VA,7.93,VHA,0.0,67.0,119.0,2011
ABMC,0.0,ABMC,0.0,0.0,4.0,2012
ACUS,0.0,ACUS,0.0,0.0,3.0,2012
AFRH,0.0,AFRH,0.0,0.0,0.0,2012
BBG,7.0,BBG,7.0,0.0,3.0,2012
CEQ,,CEQ,,0.0,0.0,2012
CFTC,,CFTC,,0.0,0.0,2012
CIA,,CIA,,9.0,0.0,2012
CIGIE,0.0,CIGIE,0.0,0.0,0.0,2012
CNCS,0.0,CNCS,0.0,0.0,0.0,2012
CO,0.0,CO,0.0,0.0,0.0,2012
CPPBSD,15.0,CPPBSD,4.0,0.0,7.0,2012
CSB,10.0,CSB,8.0,0.0,5.0,2012
CSOSA,7.0,CSOSA,7.0,1.0,0.0,2012
DHS,20.79,CBP,11.0,2.0,12.0,2012
DHS,,CRCL,,0.0,0.0,2012
DHS,6.0,FEMA,6.0,1.0,0.0,2012
DHS,,FLETC,,0.0,0.0,2012
DHS,2.0,I&A,2.0,6.0,1.0,2012
DHS,4.05,ICE,2.0,63.0,29.0,2012
DHS,1.2,MGMT,1.0,0.0,5.0,2012
DHS,,NPPD,,0.0,0.0,2012
DHS,,OGC,,0.0,0.0,2012
DHS,2.82,OIG,2.0,22.0,0.0,2012
DHS,,OPS,,0.0,0.0,2012
DHS,,PLCY,,0.0,0.0,2012
DHS,14.92,PRIV,10.5,8.0,4.0,2012
DHS,7.0,S&T,7.0,3.0,0.0,2012
DHS,2.8,TSA,2.0,52.0,20.0,2012
DHS,,USCG,,0.0,0.0,2012
DHS,1.0,USCIS,1.0,88.0,60.0,2012
DHS,,USSS,,0.0,0.0,2012
DNFSB,18.0,OGC,18.0,0.0,2.0,2012
DNFSB,0.0,OGM,0.0,0.0,0.0,2012
DOC,0.0,BIS,0.0,0.0,0.0,2012
DOC,12.0,Census,12.0,11.0,1.0,2012
DOC,0.0,EDA,0.0,0.0,0.0,2012
DOC,0.0,ESA,0.0,0.0,0.0,2012
DOC,155.0,ITA,41.0,11.0,7.0,2012
DOC,12.0,MBDA,12.0,1.0,0.0,2012
DOC,3.0,NIST,23.0,4.0,3.0,2012
DOC,4.0,NOAA,8.0,16.0,71.0,2012
DOC,6.0,NTIA,6.0,3.0,4.0,2012
DOC,1.0,NTIS,1.0,1.0,0.0,2012
DOC,0.0,OIG,0.0,0.0,0.0,2012
DOC,8.0,OS,8.0,0.0,4.0,2012
DOC,24.0,PTO,24.0,0.0,2.0,2012
DoD,3.0,AF,1.0,247.0,155.0,2012
DoD,8.0,AFRICOM,8.0,0.0,2.0,2012
DoD,11.0,ARMY,,160.0,390.0,2012
DoD,0.0,ASBCA,0.0,0.0,0.0,2012
DoD,30.0,CENTCOM,20.0,45.0,33.0,2012
DoD,0.0,DCAA,0.0,0.0,0.0,2012
DoD,9.0,DCMA,3.0,5.0,3.0,2012
DoD,0.0,DeCA,0.0,0.0,0.0,2012
DoD,0.0,DFAS,0.0,0.0,0.0,2012
DoD,0.0,DIA,0.0,0.0,0.0,2012
DoD,0.0,DISA,0.0,0.0,0.0,2012
DoD,6.0,DLA,2.0,6.0,8.0,2012
