Agency,Component,Description,No. of Times Used,Total,Year
DHS,OIG,,0,0.0,2012
DHS,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
DHS,OIG,Available on the Internet,5,11.0,2012
DHS,OGC,,0,0.0,2012
DHS,OIG,Glomar Response.,9,10.0,2012
DHS,OIG,No Authorization to Release Records.,1,10.0,2012
DHS,OGC,,0,0.0,2012
DHS,OGC,Not in scope,1,6.0,2012
DHS,OGC,unable to locate retirement information,1,6.0,2012
DHS,OGC,unable to locate record.,1,6.0,2012
DHS,OGC,records retired to NARA,1,6.0,2012
DHS,OGC,retired to NARA Archived records,1,6.0,2012
DHS,OGC,retired to NARA,1,6.0,2012
DHS,OIG,Referral page(s),167,167.0,2012
DHS,OLA,,0,0.0,2012
DHS,OIG,,0,0.0,2012
DNFSB,OGC,,0,0.0,2012
DNFSB,OGC,,0,0.0,2012
DNFSB,OGC,,0,0.0,2012
DNFSB,OGM,,0,0.0,2012
DNFSB,OGC,,0,0.0,2012
DNFSB,OGC,,0,0.0,2012
DNFSB,OGC,retired to NARA Archived records,1,6.0,2012
DNFSB,OGC,retired to NARA,1,6.0,2012
DNFSB,OGC,Not in scope,1,6.0,2012
DNFSB,OGC,unable to locate retirement information,1,6.0,2012
DNFSB,OGC,unable to locate record.,1,6.0,2012
DNFSB,OGC,records retired to NARA,1,6.0,2012
DOC,OIG,,0,0.0,2012
DOC,OIG,Transferred within DOT,6,6.0,2012
DOC,OS,Publicly Available Information,2,2.0,2012
DOC,Census,Publicly Available Information,17,17.0,2012
DOC,ITA,Publicly Available Information,3,3.0,2012
DOC,NIST,No response from requester to visit FOIA Library at NIST facilitiy.,2,2.0,2012
DOC,NOAA,No Reply - Administratively Closed Out,4,9.0,2012
DOC,NOAA,Publicly Available Information,5,9.0,2012
DOC,NTIS,Statute Based Fee Authority,2,2.0,2012
DOC,OIG,Verification of Identity Not Provided,6,6.0,2012
DOC,PTO,The Department FOIA Office took the lead on the request and it was reopened separately,1,1.0,2012
DOC,OIG,Unable to locate requester,2,4.0,2012
DOC,OIG,Records Publicly Available,1,4.0,2012
DOC,OIG,Coordinated by another processing office,1,4.0,2012
DOC,OIG,,0,0.0,2012
DOC,OS,Requester failed to provide requested clarification,2,41.0,2012
DOC,OS,Assigned to other bureau/office for response,20,41.0,2012
DOC,OS,Request administratively closed,19,41.0,2012
DOC,OIG,Records referred not related or indexed to the requester,3,3.0,2012
DOC,OIG,,0,0.0,2012
DOC,OS,,0,0.0,2012
DOC,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
DOC,OIG,Available on the Internet,5,11.0,2012
DOC,OS,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,51,51.0,2012
DOC,OIG,Glomar Response.,9,10.0,2012
DOC,OIG,No Authorization to Release Records.,1,10.0,2012
DOC,OIG,Referral page(s),167,167.0,2012
DOC,OIG,,0,0.0,2012
DoD,AF,Unable to contact requester,94,497.0,2012
DoD,AF,Administratively Closed,298,497.0,2012
DoD,AF,Litigation,2,497.0,2012
DoD,AF,Misdirected Request,103,497.0,2012
DoD,ASBCA,,0,0.0,2012
DoD,ARMY,Unable to contact requester,32,847.0,2012
DoD,ARMY,Administratively Closed,626,847.0,2012
DoD,ARMY,Misdirected Request,189,847.0,2012
DoD,CENTCOM,Administratively Closed,20,34.0,2012
DoD,CENTCOM,Misdirected Request,9,34.0,2012
DoD,CENTCOM,Unable to contact requester,5,34.0,2012
DoD,DCAA,,0,0.0,2012
DoD,DCMA,Misdirected Request,39,39.0,2012
DoD,DeCA,,0,0.0,2012
DoD,DFAS,Administratively Closed,12,12.0,2012
DoD,DIA,Misdirected Request,14,63.0,2012
DoD,DIA,Litigation,2,63.0,2012
DoD,DIA,Unable to contact requester,34,63.0,2012
DoD,DIA,Administratively Closed,13,63.0,2012
DoD,DISA,Misdirected Request,1,5.0,2012
DoD,DISA,Litigation,2,5.0,2012
DoD,DISA,Administratively Closed,2,5.0,2012
DoD,DLA,Administratively Closed,7,96.0,2012
DoD,DLA,Misdirected Request,89,96.0,2012
DoD,DoDEA,,0,0.0,2012
DoD,DSS,,0,0.0,2012
DoD,DTIC,,0,0.0,2012
DoD,DTRA,Administratively Closed,8,8.0,2012
DoD,EUCOM,Administratively Closed,3,3.0,2012
DoD,NAVY,Misdirected Request,572,1716.0,2012
DoD,NAVY,Litigation,13,1716.0,2012
DoD,NAVY,Administratively Closed,1131,1716.0,2012
DoD,NGA,Administratively Closed,45,45.0,2012
DoD,NORTHCOM,Administratively Closed,2,2.0,2012
DoD,NRO,Misdirected Request,1,1.0,2012
DoD,NSA,Misdirected Request,1,18.0,2012
DoD,NSA,Administratively Closed,17,18.0,2012
DoD,OSD/JS,Administratively Closed,57,349.0,2012
DoD,OSD/JS,Misdirected Request,285,349.0,2012
DoD,OSD/JS,Litigation,7,349.0,2012
DoD,PACOM,Administratively Closed,4,4.0,2012
DoD,SOCOM,Misdirected Request,2,16.0,2012
DoD,SOCOM,Administratively Closed,13,16.0,2012
DoD,SOCOM,Litigation,1,16.0,2012
DoD,SOUTHCOM,Misdirected Request,1,4.0,2012
DoD,SOUTHCOM,Litigation,2,4.0,2012
DoD,SOUTHCOM,Administratively Closed,1,4.0,2012
DoD,STRATCOM,Administratively Closed,2,9.0,2012
DoD,STRATCOM,Litigation,1,9.0,2012
DoD,STRATCOM,Misdirected Request,6,9.0,2012
DoD,TRANSCOM,Administratively Closed,2,2.0,2012
DoD,TRICARE,,0,0.0,2012
DoD,AFRICOM,Misdirected Request,2,2.0,2012
DoD,NGB,Administratively Closed,3,5.0,2012
DoD,NGB,Litigation,1,5.0,2012
DoD,NGB,Misdirected Request,1,5.0,2012
DoD,DoD IG,Litigation,2,2.0,2012
DOE,HQ,File Review,1,2.0,2012
DOE,HQ,Glomar,1,2.0,2012
DOE,HQ,,0,0.0,2012
DOI,OIG,,0,0.0,2012
DOI,OIG,Transferred within DOT,6,6.0,2012
DOI,OS,Publicly Available Information,2,2.0,2012
DOI,OIG,Verification of Identity Not Provided,6,6.0,2012
DOI,OIG,Unable to locate requester,2,4.0,2012
DOI,OIG,Records Publicly Available,1,4.0,2012
DOI,OIG,Coordinated by another processing office,1,4.0,2012
DOI,BIA,Request administratively closed,2,38.0,2012
DOI,BIA,Requester failed to provide requested clarification,19,38.0,2012
DOI,BIA,Requester failed to provide written consent of subject individual,8,38.0,2012
DOI,BIA,Assigned to other bureau/office for response,9,38.0,2012
DOI,BLM,Request administratively closed,7,48.0,2012
DOI,BLM,Requester failed to provide requested clarification,11,48.0,2012
DOI,BLM,Assigned to other bureau/office for response,30,48.0,2012
DOI,BOR,Request administratively closed,9,39.0,2012
DOI,BOR,Requester failed to provide requested clarification,11,39.0,2012
DOI,BOR,Assigned to other bureau/office for response,19,39.0,2012
DOI,FWS,Requester failed to provide requested clarification,28,292.0,2012
DOI,FWS,Assigned to other bureau/office for response,238,292.0,2012
DOI,FWS,Request administratively closed,26,292.0,2012
DOI,NPS,Request administratively closed,7,21.0,2012
DOI,NPS,Requester failed to provide requested clarification,14,21.0,2012
DOI,OIG,,0,0.0,2012
DOI,OS,Requester failed to provide requested clarification,2,41.0,2012
DOI,OS,Assigned to other bureau/office for response,20,41.0,2012
DOI,OS,Request administratively closed,19,41.0,2012
DOI,OSM,Assigned to other bureau/office for response,1,1.0,2012
DOI,SOL,,0,0.0,2012
DOI,USGS,Requester failed to provide requested clarification,3,3.0,2012
DOI,OIG,Records referred not related or indexed to the requester,3,3.0,2012
DOI,SOL,Request not perfected,2,8.0,2012
DOI,SOL,Misrouted request,5,8.0,2012
DOI,SOL,Information available on web,1,8.0,2012
DOI,OCIO,,0,0.0,2012
DOI,OIG,,0,0.0,2012
DOI,OS,,0,0.0,2012
DOI,OIG,Available on the Internet,5,11.0,2012
DOI,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
DOI,OS,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,51,51.0,2012
DOI,OIG,Glomar Response.,9,10.0,2012
DOI,OIG,No Authorization to Release Records.,1,10.0,2012
DOI,OIG,Referral page(s),167,167.0,2012
DOI,OIG,,0,0.0,2012
DOI,BOEM,Requester failed to provide requested clarification,1,2.0,2012
DOI,BOEM,Request administratively closed,1,2.0,2012
DOI,BSEE,Requester failed to provide requested clarification,4,4.0,2012
DOJ,Office of the AG,Directed requester to another agency or entity,40,53.0,2012
DOJ,Office of the AG,Referred Documents Not Responsive,4,53.0,2012
DOJ,Office of the AG,Referred Records Improperly Directed,9,53.0,2012
DOJ,Office of the DAG,Directed requester to another agency or entity,8,14.0,2012
DOJ,Office of the DAG,Referred Records Improperly Directed,1,14.0,2012
DOJ,Office of the DAG,Referred Documents Not Responsive,5,14.0,2012
DOJ,Office of the Assoc. AG,Referred Documents Not Responsive,2,10.0,2012
DOJ,Office of the Assoc. AG,Directed requester to another agency or entity,6,10.0,2012
DOJ,Office of the Assoc. AG,Referred Records Improperly Directed,2,10.0,2012
DOJ,Antitrust,Unable to locate requester,1,1.0,2012
DOJ,ATF,Unable to locate requester,6,6.0,2012
DOJ,BOP,,0,0.0,2012
DOJ,Civil,,0,0.0,2012
DOJ,Civil Rights,,0,0.0,2012
DOJ,COPS,,0,0.0,2012
DOJ,Criminal,Closed in litigation,3,3.0,2012
DOJ,CRS,,0,0.0,2012
DOJ,DEA,Directed requester to another agency or entity,1,26.0,2012
DOJ,DEA,Closed in litigation,3,26.0,2012
DOJ,DEA,Unable to Provide Information to Requester in Requested Format,4,26.0,2012
DOJ,DEA,Referred Records Not Responsive,2,26.0,2012
DOJ,DEA,Burdensome search,1,26.0,2012
DOJ,DEA,Unable to locate requester,10,26.0,2012
DOJ,DEA,FOIA rights waived,5,26.0,2012
DOJ,ENRD,,0,0.0,2012
DOJ,EOIR,Unable to locate requester,1,3.0,2012
DOJ,EOIR,Closed in litigation,2,3.0,2012
DOJ,EOUSA,Court Sealed,11,91.0,2012
DOJ,EOUSA,FOIA rights waived,75,91.0,2012
DOJ,EOUSA,Unable to locate requester,5,91.0,2012
DOJ,EOUST,Court Sealed,1,1.0,2012
DOJ,FBI,Closed in litigation,5,110.0,2012
DOJ,FBI,Directed requester to another agency or entity,5,110.0,2012
DOJ,FBI,Referred Records Improperly Directed,1,110.0,2012
DOJ,FBI,Unable to Provide to Inmate Requester,99,110.0,2012
DOJ,FCSC,,0,0.0,2012
DOJ,JMD,,0,0.0,2012
DOJ,NSD,Closed in litigation,1,4.0,2012
DOJ,NSD,Referred Records Not Responsive,1,4.0,2012
DOJ,NSD,Referred Records Improperly Directed,1,4.0,2012
DOJ,NSD,Unable to locate requester,1,4.0,2012
DOJ,OFDT,,0,0.0,2012
DOJ,OIG,,0,0.0,2012
DOJ,OIP,Directed requester to another agency or entity,255,260.0,2012
DOJ,OIP,Referred Records Improperly Directed,5,260.0,2012
DOJ,OIPL,,0,0.0,2012
DOJ,OJP,,0,0.0,2012
DOJ,OLA,Directed requester to another agency or entity,3,9.0,2012
DOJ,OLA,Referred Documents Not Responsive,5,9.0,2012
DOJ,OLA,Referred Records Improperly Directed,1,9.0,2012
DOJ,OLC,Referred Records Improperly Directed,1,2.0,2012
DOJ,OLC,Closed in litigation,1,2.0,2012
DOJ,OLP,Directed requester to another agency or entity,2,2.0,2012
DOJ,OPR,,0,0.0,2012
DOJ,OSG,,0,0.0,2012
DOJ,OVW,,0,0.0,2012
DOJ,Pardon Attorney,,0,0.0,2012
DOJ,Public Affairs,Directed requester to another agency or entity,2,3.0,2012
DOJ,Public Affairs,Referred Documents Not Responsive,1,3.0,2012
DOJ,PRAO,,0,0.0,2012
DOJ,TAX,,0,0.0,2012
DOJ,USMS,Unable to locate requester,15,15.0,2012
DOJ,USNCB,Referred Records Not Responsive,1,2.0,2012
DOJ,USNCB,Unable to locate requester,1,2.0,2012
DOJ,USPC,,0,0.0,2012
DOJ,OIG,Transferred within DOT,6,6.0,2012
DOJ,OIG,Verification of Identity Not Provided,6,6.0,2012
DOJ,OIG,Unable to locate requester,2,4.0,2012
DOJ,OIG,Records Publicly Available,1,4.0,2012
DOJ,OIG,Coordinated by another processing office,1,4.0,2012
DOJ,OIG,,0,0.0,2012
DOJ,OIG,Records referred not related or indexed to the requester,3,3.0,2012
DOJ,OIG,,0,0.0,2012
DOJ,OIG,Available on the Internet,5,11.0,2012
DOJ,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
DOJ,OCDETF,,0,0.0,2012
DOJ,OIG,Glomar Response.,9,10.0,2012
DOJ,OIG,No Authorization to Release Records.,1,10.0,2012
DOJ,OIG,Referral page(s),167,167.0,2012
DOJ,OLA,,0,0.0,2012
DOJ,OIG,,0,0.0,2012
DOT,OIG,,0,0.0,2012
DOT,FHWA,Transferred within DOT,6,6.0,2012
DOT,FTA,Tranferred within DOT,2,2.0,2012
DOT,NHTSA,Transferred within DOT,3,3.0,2012
DOT,OIG,Transferred within DOT,6,6.0,2012
DOT,OST,Transferred within DOT,86,86.0,2012
DOT,OIG,Verification of Identity Not Provided,6,6.0,2012
DOT,OIG,Unable to locate requester,2,4.0,2012
DOT,OIG,Records Publicly Available,1,4.0,2012
DOT,OIG,Coordinated by another processing office,1,4.0,2012
DOT,OIG,,0,0.0,2012
DOT,OIG,Records referred not related or indexed to the requester,3,3.0,2012
DOT,OIG,,0,0.0,2012
DOT,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
DOT,OIG,Available on the Internet,5,11.0,2012
DOT,OIG,Glomar Response.,9,10.0,2012
DOT,OIG,No Authorization to Release Records.,1,10.0,2012
DOT,OIG,Referral page(s),167,167.0,2012
DOT,OIG,,0,0.0,2012
ED,OIG,,0,0.0,2012
ED,OIG,Transferred within DOT,6,6.0,2012
ED,OGC,,0,0.0,2012
ED,OS,Publicly Available Information,2,2.0,2012
ED,OIG,Verification of Identity Not Provided,6,6.0,2012
ED,OIG,Records Publicly Available,1,4.0,2012
ED,OIG,Coordinated by another processing office,1,4.0,2012
ED,OIG,Unable to locate requester,2,4.0,2012
ED,OGC,,0,0.0,2012
ED,OIG,,0,0.0,2012
ED,OS,Requester failed to provide requested clarification,2,41.0,2012
ED,OS,Assigned to other bureau/office for response,20,41.0,2012
ED,OS,Request administratively closed,19,41.0,2012
ED,OIG,Records referred not related or indexed to the requester,3,3.0,2012
ED,FSA,,0,0.0,2012
ED,IES,,0,0.0,2012
ED,OCFO,,0,0.0,2012
ED,OCFO-CAM,,0,0.0,2012
ED,OCIO,,0,0.0,2012
ED,OCO,,0,0.0,2012
ED,OCR,,0,0.0,2012
ED,OELA,,0,0.0,2012
ED,OESE,,0,0.0,2012
ED,OGC,,0,0.0,2012
ED,OIG,,0,0.0,2012
ED,OII,,0,0.0,2012
ED,OLCA,,0,0.0,2012
ED,OM,,0,0.0,2012
ED,OPE,,0,0.0,2012
ED,OPEPD,,0,0.0,2012
ED,OS,,0,0.0,2012
ED,OSDFS,,0,0.0,2012
ED,OSERS,,0,0.0,2012
ED,OUS,,0,0.0,2012
ED,OVAE,,0,0.0,2012
ED,IES-NAGB,,0,0.0,2012
ED,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
ED,OIG,Available on the Internet,5,11.0,2012
ED,OS,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,51,51.0,2012
ED,OGC,,0,0.0,2012
ED,OIG,No Authorization to Release Records.,1,10.0,2012
ED,OIG,Glomar Response.,9,10.0,2012
ED,FSA,Glomar Response.,1,19.0,2012
ED,FSA,Records Not Available in Format Requested.,10,19.0,2012
ED,FSA,Requester Referred to Public Website.,8,19.0,2012
ED,OCFO,,0,0.0,2012
ED,OGC,,0,0.0,2012
ED,OCR-1 Boston,,0,0.0,2012
ED,OCR-2 New York,,0,0.0,2012
ED,OCR-3 Philadelphia,,0,0.0,2012
ED,OCR-4 Atlanta,,0,0.0,2012
ED,OCR-5 Chicago,,0,0.0,2012
ED,OCR-6 Dallas,,0,0.0,2012
ED,OCR-7 Kansas City,,0,0.0,2012
ED,OCR-8 Denver,Glomar Responses,2,2.0,2012
ED,OCR-9 San Francisco,,0,0.0,2012
ED,OCR-10 Seattle,,0,0.0,2012
ED,OCR-Metro D.C.,Glomar response,1,1.0,2012
ED,OCR-12 Cleveland,Glomar response,1,1.0,2012
ED,OGC,unable to locate record.,1,6.0,2012
ED,OGC,records retired to NARA,1,6.0,2012
ED,OGC,retired to NARA Archived records,1,6.0,2012
ED,OGC,retired to NARA,1,6.0,2012
ED,OGC,Not in scope,1,6.0,2012
ED,OGC,unable to locate retirement information,1,6.0,2012
ED,OIG,Referral page(s),167,167.0,2012
ED,OM-PIRMS,,0,0.0,2012
ED,M,"Documents requested were for litigation, judge dismissed cases and need for documents.",2,2.0,2012
ED,OIG,,0,0.0,2012
ED,ODS,,0,0.0,2012
EEOC,ATLANTA,File Destroyed,54,130.0,2012
EEOC,ATLANTA,File Lost,69,130.0,2012
EEOC,ATLANTA,Converted to Section 83,7,130.0,2012
EEOC,BIRMINGHAM,File Lost,15,46.0,2012
EEOC,BIRMINGHAM,File Destroyed,18,46.0,2012
EEOC,BIRMINGHAM,Converted to Section 83,13,46.0,2012
EEOC,CHARLOTTE,Converted to Section 83,0,16.0,2012
EEOC,CHARLOTTE,File Destroyed,12,16.0,2012
EEOC,CHARLOTTE,File Lost,4,16.0,2012
EEOC,CHICAGO,File Lost,7,48.0,2012
EEOC,CHICAGO,Converted to Section 83,0,48.0,2012
EEOC,CHICAGO,File Destroyed,41,48.0,2012
EEOC,DALLAS,Converted to Section 83,9,34.0,2012
EEOC,DALLAS,File Destroyed,21,34.0,2012
EEOC,DALLAS,File Lost,4,34.0,2012
EEOC,HOUSTON,File Lost,15,46.0,2012
EEOC,HOUSTON,Converted to Section 83,5,46.0,2012
EEOC,HOUSTON,File Destroyed,26,46.0,2012
EEOC,INDIANAPOLIS,Converted to Section 83,5,84.0,2012
EEOC,INDIANAPOLIS,File Destroyed,25,84.0,2012
EEOC,INDIANAPOLIS,File Lost,54,84.0,2012
EEOC,LOS ANGELES,Converted to Section 83,0,35.0,2012
EEOC,LOS ANGELES,File Lost,14,35.0,2012
EEOC,LOS ANGELES,File Destroyed,21,35.0,2012
EEOC,MEMPHIS,File Lost,1,18.0,2012
EEOC,MEMPHIS,File Destroyed,11,18.0,2012
EEOC,MEMPHIS,Converted to Section 83,6,18.0,2012
EEOC,MIAMI,File Lost,246,284.0,2012
EEOC,MIAMI,Converted to Section 83,8,284.0,2012
EEOC,MIAMI,File Destroyed,30,284.0,2012
EEOC,NEW YORK,Converted to Section 83,16,200.0,2012
EEOC,NEW YORK,File Lost,33,200.0,2012
EEOC,NEW YORK,File Destroyed,151,200.0,2012
EEOC,OLC/HDQ,File Destroyed,0,0.0,2012
EEOC,OLC/HDQ,Converted to Section 83,0,0.0,2012
EEOC,OLC/HDQ,File Lost,0,0.0,2012
EEOC,PHILADELPHIA,Converted to Section 83,0,107.0,2012
EEOC,PHILADELPHIA,File Destroyed,13,107.0,2012
EEOC,PHILADELPHIA,File Lost,94,107.0,2012
EEOC,PHOENIX,Converted to Section 83,0,7.0,2012
EEOC,PHOENIX,File Destroyed,7,7.0,2012
EEOC,PHOENIX,File Lost,0,7.0,2012
EEOC,SAN FRANCISCO,Converted to Section 83,0,18.0,2012
EEOC,SAN FRANCISCO,File Lost,1,18.0,2012
EEOC,SAN FRANCISCO,File Destroyed,17,18.0,2012
EEOC,ST. LOUIS,Converted to Section 83,3,21.0,2012
EEOC,ST. LOUIS,File Lost,12,21.0,2012
EEOC,ST. LOUIS,File Destroyed,6,21.0,2012
EEOC,WFO,Converted to Section 83,4,8.0,2012
EEOC,WFO,File Lost,0,8.0,2012
EEOC,WFO,File Destroyed,4,8.0,2012
EPA,HQ,Glomar,1,2.0,2012
EPA,HQ,File Review,1,2.0,2012
EPA,Region 2,File Review,1,1.0,2012
EPA,Region 9,Glomar,1,1.0,2012
EPA,HQ,,0,0.0,2012
Ex-Im Bank,OIG,,0,0.0,2012
Ex-Im Bank,OIG,Transferred within DOT,6,6.0,2012
Ex-Im Bank,OIG,Verification of Identity Not Provided,6,6.0,2012
Ex-Im Bank,OIG,Records Publicly Available,1,4.0,2012
Ex-Im Bank,OIG,Coordinated by another processing office,1,4.0,2012
Ex-Im Bank,OIG,Unable to locate requester,2,4.0,2012
Ex-Im Bank,OIG,,0,0.0,2012
Ex-Im Bank,OIG,Records referred not related or indexed to the requester,3,3.0,2012
Ex-Im Bank,OIG,,0,0.0,2012
Ex-Im Bank,HQ,Glomar,1,2.0,2012
Ex-Im Bank,HQ,File Review,1,2.0,2012
Ex-Im Bank,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
Ex-Im Bank,OIG,Available on the Internet,5,11.0,2012
Ex-Im Bank,OIG,Glomar Response.,9,10.0,2012
Ex-Im Bank,OIG,No Authorization to Release Records.,1,10.0,2012
Ex-Im Bank,HQ,,0,0.0,2012
Ex-Im Bank,OIG,Referral page(s),167,167.0,2012
Ex-Im Bank,OIG,,0,0.0,2012
FLRA,FSIP,,0,0.0,2012
FLRA,Authority,,0,0.0,2012
FLRA,IG,,0,0.0,2012
FLRA,OGC,,0,0.0,2012
FLRA,ATRO,,0,0.0,2012
FLRA,BORO,,0,0.0,2012
FLRA,CHRO,,0,0.0,2012
FLRA,DARO,,0,0.0,2012
FLRA,DERO,,0,0.0,2012
FLRA,SFRO,Request from an agency -- an entity excluded from coverage under FOIA.,1,1.0,2012
FLRA,WARO,,0,0.0,2012
FLRA,OGC,,0,0.0,2012
FLRA,OGC,,0,0.0,2012
FLRA,OGC,,0,0.0,2012
FLRA,OGC,,0,0.0,2012
FLRA,OGC,Not in scope,1,6.0,2012
FLRA,OGC,unable to locate retirement information,1,6.0,2012
FLRA,OGC,unable to locate record.,1,6.0,2012
FLRA,OGC,records retired to NARA,1,6.0,2012
FLRA,OGC,retired to NARA Archived records,1,6.0,2012
FLRA,OGC,retired to NARA,1,6.0,2012
HHS,OIG,,0,0.0,2012
HHS,OIG,Transferred within DOT,6,6.0,2012
HHS,OS,Publicly Available Information,2,2.0,2012
HHS,OIG,Verification of Identity Not Provided,6,6.0,2012
HHS,OIG,Coordinated by another processing office,1,4.0,2012
HHS,OIG,Unable to locate requester,2,4.0,2012
HHS,OIG,Records Publicly Available,1,4.0,2012
HHS,OIG,,0,0.0,2012
HHS,OS,Assigned to other bureau/office for response,20,41.0,2012
HHS,OS,Request administratively closed,19,41.0,2012
HHS,OS,Requester failed to provide requested clarification,2,41.0,2012
HHS,OIG,Records referred not related or indexed to the requester,3,3.0,2012
HHS,OIG,,0,0.0,2012
HHS,OS,,0,0.0,2012
HHS,ACF,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,9,9.0,2012
HHS,CMS,Adminsitrative Closures - based on Response and non-response to continued interested calls and correspondence,1164,1164.0,2012
HHS,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
HHS,OIG,Available on the Internet,5,11.0,2012
HHS,AHRQ,Not a Proper Request,2,3.0,2012
HHS,AHRQ,Referral,1,3.0,2012
HHS,CDC,,0,0.0,2012
HHS,FDA,Available on the Internet,345,345.0,2012
HHS,HRSA,,0,0.0,2012
HHS,IHS,Available on the Internet,1,20.0,2012
HHS,IHS,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,19,20.0,2012
HHS,NIH,,0,0.0,2012
HHS,SAMHSA,,0,0.0,2012
HHS,OS,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,51,51.0,2012
HHS,OIG,No Authorization to Release Records.,1,10.0,2012
HHS,OIG,Glomar Response.,9,10.0,2012
HHS,OIG,Referral page(s),167,167.0,2012
HHS,OASH,Adminsitrative Closures - based on Response and non-response to continued interested calls and correspondence,13,13.0,2012
HHS,OIG,,0,0.0,2012
HHS,ACL,,0,0.0,2012
HUD,OIG,,0,0.0,2012
HUD,OIG,Transferred within DOT,6,6.0,2012
HUD,IG,,0,0.0,2012
HUD,OIG,Verification of Identity Not Provided,6,6.0,2012
HUD,OIG,Coordinated by another processing office,1,4.0,2012
HUD,OIG,Unable to locate requester,2,4.0,2012
HUD,OIG,Records Publicly Available,1,4.0,2012
HUD,OIG,,0,0.0,2012
HUD,OIG,Records referred not related or indexed to the requester,3,3.0,2012
HUD,OIG,,0,0.0,2012
HUD,HQ,File Review,1,2.0,2012
HUD,HQ,Glomar,1,2.0,2012
HUD,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
HUD,OIG,Available on the Internet,5,11.0,2012
HUD,OIG,No Authorization to Release Records.,1,10.0,2012
HUD,OIG,Glomar Response.,9,10.0,2012
HUD,HQ,,0,0.0,2012
HUD,OIG,Referral page(s),167,167.0,2012
HUD,OIG,,0,0.0,2012
LSC,OIG,,0,0.0,2012
LSC,OLA,Directed requester to another agency or entity,3,9.0,2012
LSC,OLA,Referred Documents Not Responsive,5,9.0,2012
LSC,OLA,Referred Records Improperly Directed,1,9.0,2012
LSC,OIG,Transferred within DOT,6,6.0,2012
LSC,OIG,Verification of Identity Not Provided,6,6.0,2012
LSC,OIG,Records Publicly Available,1,4.0,2012
LSC,OIG,Coordinated by another processing office,1,4.0,2012
LSC,OIG,Unable to locate requester,2,4.0,2012
LSC,OIG,,0,0.0,2012
LSC,OIG,Records referred not related or indexed to the requester,3,3.0,2012
LSC,OIG,,0,0.0,2012
LSC,OIG,Available on the Internet,5,11.0,2012
LSC,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
LSC,OIG,No Authorization to Release Records.,1,10.0,2012
LSC,OIG,Glomar Response.,9,10.0,2012
LSC,OIG,Referral page(s),167,167.0,2012
LSC,OLA,,0,0.0,2012
LSC,OIG,,0,0.0,2012
NASA,OIG,,0,0.0,2012
NASA,OIG,Transferred within DOT,6,6.0,2012
NASA,OGC,,0,0.0,2012
NASA,OIG,Verification of Identity Not Provided,6,6.0,2012
NASA,OIG,Unable to locate requester,2,4.0,2012
NASA,OIG,Records Publicly Available,1,4.0,2012
NASA,OIG,Coordinated by another processing office,1,4.0,2012
NASA,OGC,,0,0.0,2012
NASA,OIG,,0,0.0,2012
NASA,OIG,Records referred not related or indexed to the requester,3,3.0,2012
NASA,OGC,,0,0.0,2012
NASA,OIG,,0,0.0,2012
NASA,HQ,Glomar,1,2.0,2012
NASA,HQ,File Review,1,2.0,2012
NASA,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
NASA,OIG,Available on the Internet,5,11.0,2012
NASA,OGC,,0,0.0,2012
NASA,OIG,Glomar Response.,9,10.0,2012
NASA,OIG,No Authorization to Release Records.,1,10.0,2012
NASA,OGC,,0,0.0,2012
NASA,HQ,,0,0.0,2012
NASA,OGC,unable to locate record.,1,6.0,2012
NASA,OGC,records retired to NARA,1,6.0,2012
NASA,OGC,retired to NARA Archived records,1,6.0,2012
NASA,OGC,retired to NARA,1,6.0,2012
NASA,OGC,Not in scope,1,6.0,2012
NASA,OGC,unable to locate retirement information,1,6.0,2012
NASA,OIG,Referral page(s),167,167.0,2012
NASA,OIG,,0,0.0,2012
NSF,OIG,,0,0.0,2012
NSF,OIG,Transferred within DOT,6,6.0,2012
NSF,OGC,,0,0.0,2012
NSF,OIG,Verification of Identity Not Provided,6,6.0,2012
NSF,OIG,Records Publicly Available,1,4.0,2012
NSF,OIG,Coordinated by another processing office,1,4.0,2012
NSF,OIG,Unable to locate requester,2,4.0,2012
NSF,OGC,,0,0.0,2012
NSF,OIG,,0,0.0,2012
NSF,OIG,Records referred not related or indexed to the requester,3,3.0,2012
